Genome ID,trimethoprim/sulfamethoxazole
562.10044,0.0
562.100445,0.0
562.100447,0.0
562.100801,0.0
562.100803,1.0
562.100804,0.0
562.100449,1.0
562.100143,1.0
562.100452,0.0
562.100454,0.0
562.100453,0.0
562.100807,0.0
562.100809,1.0
562.10081,0.0
562.100457,0.0
562.100459,0.0
562.100814,0.0
562.100817,0.0
562.100818,1.0
562.100463,0.0
562.100462,0.0
562.100466,0.0
562.100468,1.0
562.100471,0.0
562.97902,0.0
562.98024,0.0
562.98141,0.0
562.98272,0.0
562.100474,1.0
562.100476,1.0
562.100475,1.0
562.97793,1.0
562.97905,0.0
562.98023,1.0
562.98136,0.0
562.98254,1.0
562.100319,0.0
562.100329,0.0
562.100336,0.0
562.97777,1.0
562.9787,0.0
562.97999,0.0
562.98133,0.0
562.98255,0.0
562.100366,0.0
562.100371,0.0
562.100372,1.0
562.97781,1.0
562.97882,0.0
562.98002,0.0
562.98138,0.0
562.100374,1.0
562.100375,1.0
562.100377,0.0
562.97796,0.0
562.97886,0.0
562.98003,0.0
562.9814,0.0
562.98245,0.0
562.100321,0.0
562.100323,0.0
562.100324,0.0
562.97772,0.0
562.97864,0.0
562.97989,0.0
562.98122,0.0
562.98246,0.0
562.10032,1.0
562.100326,0.0
562.100327,1.0
562.97771,1.0
562.97867,0.0
562.9797,0.0
562.98125,0.0
562.98248,0.0
562.100331,1.0
562.100334,1.0
562.100333,0.0
562.97784,0.0
562.97865,1.0
562.97991,0.0
562.98116,0.0
562.98249,1.0
562.100338,0.0
562.100339,0.0
562.10034,0.0
562.97783,0.0
562.97868,0.0
562.97993,0.0
562.98128,0.0
562.98386,1.0
562.100341,1.0
562.100342,0.0
562.100343,0.0
562.97776,1.0
562.97869,0.0
562.97997,1.0
562.98252,0.0
562.98384,0.0
562.100346,0.0
562.100345,0.0
562.100348,1.0
562.9778,1.0
562.97883,0.0
562.9812,0.0
562.98251,0.0
562.98388,0.0
562.100355,0.0
562.100356,0.0
562.100364,1.0
562.97779,0.0
562.98,0.0
562.98131,0.0
562.98257,0.0
562.98394,0.0
562.98387,1.0
562.9839,0.0
562.98529,0.0
562.98704,1.0
562.98886,1.0
562.98887,0.0
562.99098,0.0
562.97875,0.0
562.98392,0.0
562.98534,1.0
562.98535,0.0
562.98706,1.0
562.98889,1.0
562.98888,0.0
562.99071,0.0
562.97807,0.0
562.98338,0.0
562.98536,0.0
562.98549,0.0
562.9871,1.0
562.98875,0.0
562.98878,0.0
562.99089,0.0
562.97797,0.0
562.98385,0.0
562.9848,1.0
562.98523,1.0
562.987,0.0
562.98891,0.0
562.98893,1.0
562.99088,1.0
562.97873,1.0
562.9834,0.0
562.98481,0.0
562.98537,0.0
562.98702,0.0
562.98894,0.0
562.98892,1.0
562.99078,0.0
562.97887,0.0
562.98405,1.0
562.9855,0.0
562.98539,1.0
562.98713,0.0
562.98908,0.0
562.98868,0.0
562.99072,0.0
562.9798,0.0
562.98341,0.0
562.98526,1.0
562.98521,1.0
562.98694,1.0
562.98871,1.0
562.99063,0.0
562.99062,0.0
562.97984,0.0
562.98342,0.0
562.98525,1.0
562.98528,0.0
562.98657,0.0
562.98876,0.0
562.99066,1.0
562.9907,0.0
562.97971,0.0
562.98343,0.0
562.98517,0.0
562.98709,0.0
562.98703,1.0
562.98877,1.0
562.99069,0.0
562.99064,0.0
562.97992,0.0
562.984,1.0
562.98522,0.0
562.98708,0.0
562.98879,1.0
562.99095,0.0
562.99094,0.0
562.97994,0.0
562.98365,0.0
562.9853,0.0
562.98707,0.0
562.98658,0.0
562.98885,0.0
562.99074,0.0
562.97774,0.0
562.97995,0.0
562.98383,1.0
562.98518,0.0
562.98705,0.0
562.98701,1.0
562.98881,0.0
562.99091,1.0
562.97866,1.0
562.97996,0.0
562.98884,0.0
562.99093,1.0
562.99545,0.0
562.99805,0.0
562.100354,0.0
562.100633,0.0
562.100071,0.0
562.100072,0.0
562.98882,0.0
562.99302,0.0
562.99547,1.0
562.99803,0.0
562.100363,0.0
562.100641,0.0
562.100029,0.0
562.100074,0.0
562.98883,0.0
562.99303,0.0
562.99811,0.0
562.100365,0.0
562.100643,0.0
562.10008,0.0
562.100079,0.0
562.9889,0.0
562.99305,0.0
562.99549,1.0
562.99799,0.0
562.100373,0.0
562.100624,0.0
562.100043,1.0
562.100051,0.0
562.9888,0.0
562.99299,0.0
562.99556,1.0
562.99808,0.0
562.100368,0.0
562.100645,0.0
562.100085,1.0
562.100087,0.0
562.98895,0.0
562.99306,0.0
562.99552,1.0
562.9981,0.0
562.100376,0.0
562.100646,0.0
562.100089,0.0
562.100088,1.0
562.98905,0.0
562.99301,0.0
562.10009,0.0
562.100316,1.0
562.100626,0.0
562.13559,1.0
562.135594,1.0
562.145372,1.0
562.144932,1.0
562.135581,1.0
562.14492,1.0
562.144917,1.0
562.144927,1.0
562.135591,1.0
562.144928,1.0
562.144935,1.0
562.135584,0.0
562.13557,1.0
562.135583,1.0
562.135567,1.0
562.135568,1.0
562.100038,0.0
562.100039,0.0
562.98872,0.0
562.99295,0.0
562.99794,0.0
562.100042,0.0
562.100318,0.0
562.100627,0.0
562.100044,1.0
562.100045,1.0
562.99068,0.0
562.99796,1.0
562.100047,0.0
562.10033,0.0
562.100628,1.0
562.100049,1.0
562.10005,1.0
562.99538,0.0
562.99798,0.0
562.100052,1.0
562.100335,1.0
562.100054,0.0
562.100058,1.0
562.10006,0.0
562.99087,0.0
562.99543,1.0
562.99801,1.0
562.100059,1.0
562.100629,0.0
562.100056,0.0
562.100027,0.0
562.100061,1.0
562.99076,0.0
562.99541,0.0
562.99804,0.0
562.100063,0.0
562.10063,0.0
562.100062,0.0
562.100065,0.0
562.100066,0.0
562.10007,0.0
562.100067,0.0
562.100069,0.0
562.100351,0.0
562.100352,0.0
562.100635,1.0
562.100632,0.0
562.97782,0.0
562.100068,0.0
562.100073,0.0
562.100075,0.0
562.100357,0.0
562.100358,1.0
562.100639,0.0
562.100638,0.0
562.97773,0.0
562.100076,0.0
562.100077,1.0
562.100078,0.0
562.100362,0.0
562.10036,1.0
562.100642,0.0
562.100644,0.0
562.97778,0.0
562.100081,0.0
562.100082,1.0
562.100083,1.0
562.100367,0.0
562.100574,1.0
562.100931,0.0
562.100903,0.0
562.97839,0.0
562.100246,0.0
562.100248,0.0
562.100249,1.0
562.100601,1.0
562.100918,1.0
562.100925,1.0
562.100926,1.0
562.97804,0.0
562.100257,0.0
562.100256,1.0
562.100254,0.0
562.100602,0.0
562.100929,1.0
562.100933,0.0
562.97958,0.0
562.10026,0.0
562.100259,0.0
562.100262,0.0
562.100603,1.0
562.100935,1.0
562.100934,0.0
562.97927,0.0
562.100234,0.0
562.100235,0.0
562.100236,1.0
562.100578,1.0
562.100904,0.0
562.100905,0.0
562.97835,1.0
562.97923,0.0
562.100237,0.0
562.100238,0.0
562.100239,0.0
562.100577,0.0
562.100906,1.0
562.100908,1.0
562.978,0.0
562.97932,0.0
562.100242,0.0
562.100241,0.0
562.10024,0.0
562.100576,0.0
562.100909,0.0
562.100913,0.0
562.97811,0.0
562.97934,0.0
562.100245,1.0
562.100247,0.0
562.100575,0.0
562.100915,0.0
562.100916,1.0
562.97808,1.0
562.97954,0.0
562.100243,0.0
562.100917,0.0
562.97803,0.0
562.97969,0.0
562.97955,0.0
562.98062,0.0
562.9831,0.0
562.98439,0.0
562.98584,0.0
562.98785,0.0
562.98996,0.0
562.97936,0.0
562.98072,1.0
562.98201,0.0
562.98429,0.0
562.98581,0.0
562.98791,0.0
562.98997,0.0
562.97956,0.0
562.98071,0.0
562.98315,0.0
562.98431,0.0
562.9843,0.0
562.98582,1.0
562.98788,0.0
562.98988,1.0
562.97957,0.0
562.98198,0.0
562.98318,0.0
562.98441,1.0
562.9858,0.0
562.9859,0.0
562.98767,0.0
562.98982,1.0
562.98059,0.0
562.98178,0.0
562.98314,0.0
562.98446,0.0
562.98583,1.0
562.98585,0.0
562.98786,0.0
562.98992,0.0
562.98188,0.0
562.98316,0.0
562.98433,0.0
562.98593,0.0
562.98591,0.0
562.98798,0.0
562.98999,0.0
562.98056,0.0
562.98192,0.0
562.98347,0.0
562.98445,0.0
562.98587,0.0
562.98792,0.0
562.98776,0.0
562.98981,0.0
562.98052,0.0
562.98169,0.0
562.98296,0.0
562.98419,1.0
562.98567,0.0
562.9877,1.0
562.98772,0.0
562.98983,0.0
562.98051,1.0
562.98174,0.0
562.98302,1.0
562.98577,0.0
562.98774,0.0
562.98768,0.0
562.98985,0.0
562.98048,0.0
562.9818,0.0
562.98305,0.0
562.98428,0.0
562.98579,0.0
562.98769,0.0
562.98984,0.0
562.9805,0.0
562.98181,1.0
562.98313,0.0
562.98426,0.0
562.98572,0.0
562.98775,0.0
562.98986,0.0
562.9807,0.0
562.98176,0.0
562.98309,1.0
562.98425,0.0
562.98574,1.0
562.98789,0.0
562.98994,0.0
562.98993,0.0
562.99208,0.0
562.99207,1.0
562.99436,0.0
562.99684,1.0
562.99686,1.0
562.99919,0.0
562.100251,0.0
562.10058,1.0
562.99213,0.0
562.99211,0.0
562.99446,0.0
562.9969,0.0
562.99925,0.0
562.99921,0.0
562.100253,0.0
562.100583,0.0
562.9921,0.0
562.99214,1.0
562.99454,0.0
562.99694,0.0
562.99923,0.0
562.99922,0.0
562.100255,0.0
562.100586,0.0
562.99219,0.0
562.9922,0.0
562.99444,0.0
562.99699,0.0
562.99807,0.0
562.99817,0.0
562.100037,1.0
562.100328,0.0
562.99077,0.0
562.99097,0.0
562.99296,0.0
562.99555,0.0
562.99809,0.0
562.99812,0.0
562.100084,0.0
562.10037,0.0
562.9909,0.0
562.99307,0.0
562.99311,0.0
562.9955,1.0
562.99813,0.0
562.99814,0.0
562.100086,0.0
562.100378,0.0
562.99082,0.0
562.99309,0.0
562.99298,0.0
562.99551,0.0
562.99793,0.0
562.100036,0.0
562.100322,0.0
562.99073,0.0
562.99293,0.0
562.9929,0.0
562.99533,0.0
562.99795,1.0
562.100041,0.0
562.10004,1.0
562.100325,0.0
562.99067,0.0
562.9931,0.0
562.99529,0.0
562.99797,0.0
562.100046,0.0
562.100048,1.0
562.100332,0.0
562.99065,0.0
562.99537,0.0
562.9954,0.0
562.998,1.0
562.100053,0.0
562.100055,0.0
562.100337,1.0
562.99096,0.0
562.99542,0.0
562.99539,0.0
562.99802,0.0
562.100057,0.0
562.100344,1.0
562.99092,0.0
562.99546,0.0
562.99544,0.0
562.99806,1.0
562.100064,0.0
562.100347,0.0
562.100349,0.0
562.100631,0.0
562.100634,0.0
562.97872,0.0
562.98121,0.0
562.9825,0.0
562.98398,0.0
562.98397,1.0
562.100359,0.0
562.100636,0.0
562.100637,1.0
562.9781,1.0
562.98119,0.0
562.98258,0.0
562.98393,0.0
562.98389,0.0
562.100361,1.0
562.10064,1.0
562.97775,0.0
562.97998,0.0
562.98132,0.0
562.98259,0.0
562.98391,0.0
562.993,0.0
562.100369,0.0
562.100617,0.0
562.97881,0.0
562.98001,1.0
562.98137,0.0
562.98253,0.0
562.98348,1.0
562.99412,0.0
562.100585,0.0
562.10093,0.0
562.9792,0.0
562.98126,0.0
562.98177,0.0
562.98308,0.0
562.98442,0.0
562.99453,0.0
562.100923,1.0
562.100928,0.0
562.97823,0.0
562.98065,0.0
562.98196,0.0
562.98319,0.0
562.98438,0.0
562.99456,0.0
562.100927,0.0
562.100932,0.0
562.97963,0.0
562.98057,0.0
562.98189,0.0
562.98324,1.0
562.98436,0.0
562.99458,0.0
562.100936,0.0
562.100937,1.0
562.97929,1.0
562.98039,1.0
562.98172,0.0
562.98299,0.0
562.98418,0.0
562.99429,0.0
562.100902,0.0
562.100907,1.0
562.97926,0.0
562.98053,0.0
562.9817,0.0
562.983,1.0
562.98421,0.0
562.99431,0.0
562.10091,0.0
562.97935,0.0
562.98054,1.0
562.98173,0.0
562.98303,0.0
562.9842,0.0
562.100911,1.0
562.100912,1.0
562.9793,0.0
562.98047,1.0
562.98182,0.0
562.98312,0.0
562.98424,0.0
562.99433,1.0
562.100914,0.0
562.100919,0.0
562.97933,1.0
562.98061,0.0
562.98179,0.0
562.98427,1.0
562.98423,1.0
562.99435,1.0
562.99439,0.0
562.99688,0.0
562.99679,0.0
562.98058,0.0
562.98185,0.0
562.98311,1.0
562.99438,0.0
562.99441,0.0
562.99685,0.0
562.99689,0.0
562.97802,0.0
562.98063,1.0
562.98184,0.0
562.99445,0.0
562.99455,0.0
562.99692,0.0
562.99695,1.0
562.97937,1.0
562.98064,0.0
562.98199,0.0
562.99452,0.0
562.99442,0.0
562.99697,0.0
562.99698,0.0
562.9796,1.0
562.98075,0.0
562.982,1.0
562.98317,0.0
562.9945,0.0
562.99243,0.0
562.99701,1.0
562.97928,0.0
562.98049,0.0
562.98175,0.0
562.98306,0.0
562.99437,0.0
562.99691,0.0
562.997,0.0
562.97959,0.0
562.98066,0.0
562.98191,0.0
562.98588,0.0
562.99451,1.0
562.99448,0.0
562.99702,1.0
562.97961,0.0
562.98067,0.0
562.98323,0.0
562.98595,0.0
562.99447,0.0
562.99449,0.0
562.99704,0.0
562.99703,0.0
562.97924,0.0
562.98037,0.0
562.98298,0.0
562.9857,0.0
562.99403,0.0
562.99677,0.0
562.99678,1.0
562.9967,1.0
562.97925,0.0
562.98044,0.0
562.98297,0.0
562.98569,0.0
562.9943,0.0
562.99671,0.0
562.9968,0.0
562.99681,0.0
562.97921,0.0
562.98171,0.0
562.98304,1.0
562.98571,0.0
562.99427,0.0
562.99683,0.0
562.99682,1.0
562.99687,1.0
562.97931,1.0
562.98183,1.0
562.98307,0.0
562.98578,0.0
562.99434,0.0
562.98576,0.0
562.98575,1.0
562.98987,0.0
562.99206,0.0
562.9944,0.0
562.99918,0.0
562.100244,0.0
562.100579,0.0
562.100921,1.0
562.98573,0.0
562.98998,0.0
562.99209,0.0
562.99443,0.0
562.9992,1.0
562.10025,0.0
562.100581,0.0
562.10092,0.0
562.98991,0.0
562.99212,1.0
562.99693,1.0
562.99924,0.0
562.100252,1.0
562.115073,
562.100582,0.0
562.100922,0.0
562.9879,0.0
562.98989,1.0
562.99221,0.0
562.99696,0.0
562.99926,0.0
562.100258,0.0
562.100588,0.0
562.100924,1.0
562.98787,1.0
562.9899,1.0
562.99248,0.0
562.99726,0.0
562.99927,0.0
562.100263,1.0
562.100587,0.0
562.100948,1.0
562.98822,0.0
562.99008,1.0
562.99498,0.0
562.99722,0.0
562.100277,0.0
562.100598,0.0
562.100599,0.0
562.100962,1.0
562.98825,1.0
562.99006,0.0
562.9948,1.0
562.99723,0.0
562.100279,0.0
562.100597,0.0
562.100596,1.0
562.100964,0.0
562.98831,0.0
562.9901,1.0
562.99491,0.0
562.99705,0.0
562.100261,0.0
562.100584,0.0
562.100938,0.0
562.10094,0.0
562.98794,1.0
562.99001,0.0
562.99459,1.0
562.99707,0.0
562.100266,1.0
562.100589,0.0
562.100942,0.0
562.100943,0.0
562.98804,0.0
562.99216,1.0
562.99457,0.0
562.99933,0.0
562.100267,0.0
562.100591,0.0
562.100945,0.0
562.100946,1.0
562.98816,0.0
562.99215,1.0
562.99465,0.0
562.99936,0.0
562.10027,1.0
562.10059,0.0
562.100949,0.0
562.99941,0.0
562.99015,1.0
562.99217,0.0
562.99939,0.0
562.100273,0.0
562.100592,1.0
562.10095,0.0
562.99942,0.0
562.99943,0.0
562.99946,0.0
562.98613,0.0
562.97821,0.0
562.98212,1.0
562.98458,0.0
562.99948,1.0
562.99945,1.0
562.99951,1.0
562.98459,1.0
562.98623,0.0
562.97964,0.0
562.98217,0.0
562.98461,1.0
562.99953,0.0
562.99954,0.0
562.99958,0.0
562.98467,0.0
562.98624,0.0
562.97962,0.0
562.98218,1.0
562.98473,0.0
562.99959,0.0
562.9996,0.0
562.99961,0.0
562.98474,0.0
562.98622,0.0
562.97967,1.0
562.98202,0.0
562.98637,0.0
562.99963,0.0
562.99965,0.0
562.98455,0.0
562.98479,0.0
562.98596,0.0
562.97965,1.0
562.98187,0.0
562.9861,0.0
562.99947,0.0
562.99955,1.0
562.9847,1.0
562.98638,1.0
562.98636,0.0
562.97968,0.0
562.98331,0.0
562.98618,1.0
562.99967,0.0
562.99966,0.0
562.98477,0.0
562.98632,0.0
562.9862,0.0
562.98077,0.0
562.98332,1.0
562.9863,0.0
562.99968,0.0
562.99971,1.0
562.98432,0.0
562.98589,0.0
562.98592,0.0
562.98074,0.0
562.9832,0.0
562.98599,0.0
562.99929,0.0
562.99928,1.0
562.98437,1.0
562.986,0.0
562.97799,1.0
562.98069,0.0
562.98321,0.0
562.9993,0.0
562.99931,0.0
562.98444,0.0
562.97794,0.0
562.98073,0.0
562.98328,0.0
562.99934,0.0
562.99935,0.0
562.9845,0.0
562.98611,0.0
562.97805,0.0
562.98068,0.0
562.98453,1.0
562.98812,1.0
562.9994,1.0
562.99938,1.0
562.98457,0.0
562.98612,0.0
562.97812,0.0
562.98076,0.0
562.98463,1.0
562.98809,0.0
562.99944,0.0
562.100953,0.0
562.98221,0.0
562.98335,0.0
562.98462,0.0
562.98609,0.0
562.99004,0.0
562.99469,1.0
562.9995,1.0
562.100954,0.0
562.98216,0.0
562.98334,1.0
562.98454,0.0
562.98824,0.0
562.99014,1.0
562.99497,1.0
562.99956,0.0
562.100957,0.0
562.9822,0.0
562.98337,0.0
562.98466,0.0
562.98823,1.0
562.99003,0.0
562.99499,1.0
562.99962,0.0
562.100956,0.0
562.98214,0.0
562.98333,0.0
562.98471,0.0
562.98818,0.0
562.99251,0.0
562.99479,1.0
562.100269,1.0
562.100961,1.0
562.98194,0.0
562.98326,1.0
562.98447,0.0
562.98808,0.0
562.99235,1.0
562.99718,1.0
562.100275,1.0
562.10096,0.0
562.98219,1.0
562.98329,0.0
562.98468,0.0
562.9882,0.0
562.99237,1.0
562.99724,1.0
562.100278,1.0
562.100963,1.0
562.98215,0.0
562.9833,0.0
562.98628,0.0
562.9883,0.0
562.99242,1.0
562.99727,1.0
562.10028,0.0
562.100939,0.0
562.98186,0.0
562.98325,1.0
562.98598,1.0
562.98793,0.0
562.9946,1.0
562.99706,1.0
562.100265,0.0
562.100941,1.0
562.98193,0.0
562.98322,0.0
562.98605,0.0
562.98805,0.0
562.99708,0.0
562.100264,1.0
562.100944,0.0
562.98195,0.0
562.98327,0.0
562.98617,0.0
562.98806,0.0
562.99464,1.0
562.99932,1.0
562.100268,1.0
562.100947,1.0
562.9819,0.0
562.98449,0.0
562.98608,0.0
562.98814,0.0
562.99466,1.0
562.99937,0.0
562.100951,0.0
562.98197,0.0
562.98336,0.0
562.9846,0.0
562.98615,0.0
562.99007,0.0
562.99016,0.0
562.99227,0.0
562.99463,0.0
562.99709,0.0
562.99949,0.0
562.100272,0.0
562.100593,0.0
562.100952,0.0
562.99005,0.0
562.99232,1.0
562.99468,0.0
562.99711,0.0
562.99952,0.0
562.100271,0.0
562.100594,0.0
562.100955,0.0
562.9902,0.0
562.9923,0.0
562.99493,1.0
562.99719,0.0
562.99957,0.0
562.100274,0.0
562.100958,0.0
562.99011,0.0
562.99225,0.0
562.995,0.0
562.99717,0.0
562.99964,0.0
562.100276,0.0
562.100595,0.0
562.100959,1.0
562.99002,0.0
562.99249,0.0
562.99325,0.0
562.99824,0.0
562.99816,0.0
562.100092,1.0
562.1006,0.0
562.100965,1.0
562.99009,0.0
562.99315,0.0
562.99822,0.0
562.100104,0.0
562.100106,0.0
562.100404,0.0
562.100747,0.0
562.97756,1.0
562.99019,0.0
562.9924,0.0
562.97814,0.0
562.99326,0.0
562.97944,0.0
562.99823,0.0
562.98083,0.0
562.98489,0.0
562.100107,0.0
562.98651,0.0
562.100412,0.0
562.9885,0.0
562.100413,0.0
562.99042,0.0
562.10076,0.0
562.98949,0.0
562.97825,0.0
562.97942,0.0
562.99565,0.0
562.98081,0.0
562.99826,0.0
562.9849,0.0
562.100091,0.0
562.98649,0.0
562.100379,0.0
562.98845,1.0
562.100382,0.0
562.99047,0.0
562.100652,1.0
562.97759,0.0
562.98904,0.0
562.97817,0.0
562.99297,0.0
562.99553,0.0
562.97966,0.0
562.99818,0.0
562.9806,0.0
562.98476,0.0
562.100097,0.0
562.98626,0.0
562.98828,1.0
562.100384,1.0
562.99033,0.0
562.100661,0.0
562.97749,0.0
562.97822,0.0
562.97815,1.0
562.99081,0.0
562.97938,0.0
562.99304,0.0
562.98085,0.0
562.99554,1.0
562.98486,0.0
562.98629,0.0
562.99819,0.0
562.98833,1.0
562.100094,0.0
562.99029,0.0
562.100387,1.0
562.97751,1.0
562.97816,0.0
562.100674,0.0
562.97946,0.0
562.97818,0.0
562.98093,0.0
562.99075,1.0
562.98484,0.0
562.99308,0.0
562.98643,0.0
562.99567,0.0
562.9903,0.0
562.9982,0.0
562.97758,0.0
562.100013,0.0
562.97813,0.0
562.100391,1.0
562.100675,0.0
562.97788,0.0
562.97945,0.0
562.9908,0.0
562.9809,0.0
562.99314,0.0
562.98488,1.0
562.99557,0.0
562.98646,0.0
562.99821,1.0
562.98835,1.0
562.100103,0.0
562.99038,1.0
562.100395,0.0
562.97753,0.0
562.100696,0.0
562.97809,0.0
562.9779,0.0
562.97943,0.0
562.97846,0.0
562.98088,0.0
562.97884,1.0
562.98487,0.0
562.98007,0.0
562.98644,1.0
562.99079,0.0
562.98836,0.0
562.98256,0.0
562.99035,0.0
562.98723,0.0
562.97752,0.0
562.98926,0.0
562.97806,0.0
562.98928,0.0
562.98089,1.0
562.9784,1.0
562.98346,1.0
562.9789,0.0
562.98645,0.0
562.98013,0.0
562.98647,0.0
562.99083,0.0
562.98839,1.0
562.98261,0.0
562.98724,0.0
562.99036,1.0
562.9775,0.0
562.97801,0.0
562.9893,0.0
562.9795,0.0
562.97836,0.0
562.98345,0.0
562.97897,0.0
562.98018,0.0
562.98641,1.0
562.98146,0.0
562.9864,1.0
562.98263,1.0
562.98846,0.0
562.98725,1.0
562.99037,0.0
562.98912,1.0
562.97755,0.0
562.98909,0.0
562.97951,0.0
562.97829,0.0
562.97892,0.0
562.98092,1.0
562.98021,1.0
562.98339,0.0
562.98142,0.0
562.98264,0.0
562.98642,0.0
562.98733,0.0
562.98924,0.0
562.98838,0.0
562.98913,0.0
562.99043,0.0
562.97833,0.0
562.97757,1.0
562.979,0.0
562.97941,0.0
562.98017,0.0
562.98091,1.0
562.98491,0.0
562.98156,0.0
562.98654,0.0
562.98279,1.0
562.98656,0.0
562.98842,0.0
562.98741,1.0
562.99039,0.0
562.97824,1.0
562.98941,0.0
562.97947,0.0
562.98084,0.0
562.99137,0.0
562.98492,1.0
562.9783,1.0
562.98655,1.0
562.98837,0.0
562.9791,0.0
562.99044,0.0
562.98035,0.0
562.99041,0.0
562.99026,0.0
562.9816,0.0
562.99244,0.0
562.98283,0.0
562.99265,1.0
562.98759,0.0
562.99488,0.0
562.99489,0.0
562.98963,0.0
562.99757,0.0
562.99148,0.0
562.99763,0.0
562.100028,0.0
562.97832,0.0
562.99045,0.0
562.99272,1.0
562.98161,0.0
562.99511,0.0
562.99762,0.0
562.99764,0.0
562.98285,1.0
562.99767,0.0
562.98765,0.0
562.100031,1.0
562.99046,0.0
562.98954,0.0
562.99279,0.0
562.99153,0.0
562.99273,0.0
562.99516,0.0
562.97843,0.0
562.99766,0.0
562.98033,0.0
562.99765,1.0
562.98162,1.0
562.10003,0.0
562.98143,1.0
562.100006,0.0
562.98736,0.0
562.99027,0.0
562.98743,1.0
562.99239,1.0
562.98952,1.0
562.99481,0.0
562.99116,0.0
562.99483,1.0
562.97904,0.0
562.99741,0.0
562.98022,0.0
562.99743,1.0
562.98135,0.0
562.100007,1.0
562.9827,0.0
562.98746,0.0
562.100009,1.0
562.98935,0.0
562.99032,1.0
562.98931,1.0
562.99128,0.0
562.99487,1.0
562.97906,0.0
562.99484,0.0
562.98025,0.0
562.99742,0.0
562.98148,0.0
562.99745,0.0
562.98268,0.0
562.10001,0.0
562.98745,0.0
562.100012,0.0
562.98944,0.0
562.99031,1.0
562.98946,0.0
562.99256,1.0
562.9913,0.0
562.99496,0.0
562.97909,0.0
562.99477,0.0
562.98015,0.0
562.99744,0.0
562.98151,0.0
562.99746,1.0
562.98278,0.0
562.100008,0.0
562.9875,0.0
562.100015,1.0
562.98943,1.0
562.99266,0.0
562.98938,1.0
562.99245,1.0
562.99134,0.0
562.99492,0.0
562.97908,0.0
562.99482,0.0
562.98034,0.0
562.99747,1.0
562.99141,0.0
562.99748,0.0
562.98284,0.0
562.98744,1.0
562.100014,1.0
562.100019,0.0
562.98942,0.0
562.99253,1.0
562.9914,1.0
562.99139,0.0
562.99486,0.0
562.99144,1.0
562.99503,0.0
562.99749,1.0
562.9975,1.0
562.99619,1.0
562.100016,0.0
562.9962,0.0
562.97754,0.0
562.97828,0.0
562.99257,0.0
562.98154,0.0
562.99263,0.0
562.99143,0.0
562.99473,1.0
562.99145,1.0
562.99478,0.0
562.99361,0.0
562.99753,0.0
562.99752,0.0
562.99623,0.0
562.100017,0.0
562.99625,0.0
562.97949,0.0
562.97834,1.0
562.99258,0.0
562.98155,0.0
562.99259,0.0
562.99147,0.0
562.9949,0.0
562.99495,0.0
562.99365,0.0
562.99751,0.0
562.99363,0.0
562.99755,0.0
562.99364,1.0
562.100024,0.0
562.99628,0.0
562.98841,0.0
562.9963,0.0
562.9926,0.0
562.97826,0.0
562.99261,0.0
562.98158,0.0
562.9951,0.0
562.99157,0.0
562.99512,0.0
562.9937,1.0
562.99758,0.0
562.99373,0.0
562.9976,0.0
562.99632,1.0
